#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             276               12   4.80445687e+05   1.24580697e-01   1.35558115e-01   9.81214401e-01   5.82689350e+00   2.60402598e+00   6.00000000e-01   1.24930754e-01  -6.24637087e-02   1.37071734e+00   4.08197607e+00   2.83524796e+02   3.36979446e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             277               12   3.70340637e+04   1.71566947e-01   1.01505328e-01   1.48439439e+00   2.37234480e+00   1.46380960e+00   6.00000000e-01   3.03792174e-02   9.03531388e-02   1.33638280e+01  -1.34675802e+01   4.79232971e+02   3.20378052e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             278               12   4.81681622e+05   1.07284345e-01   1.96053560e-01   1.02687402e+00   4.69981681e+00   1.52605964e+00   6.00000000e-01  -5.29422303e-02  -2.95621025e-03  -1.65131277e+01  -1.28102258e+00  -2.76171741e+01   2.34459323e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             279               12   1.73450105e+04   1.86718438e-01   1.55601557e-01   1.96243763e+00   7.24517761e-01   1.48247406e+00   6.00000000e-01  -2.31567577e-02  -5.18759706e-02   1.65283859e+01   7.59522763e+00   5.34835467e+02   3.84402461e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             280               12   3.59407122e+04   5.01962972e-02   1.01186516e-01   7.95222025e-01   2.99318847e+00   1.56233986e+00   6.00000000e-01   1.00038534e-01  -3.91183144e-02  -4.60993398e+00  -1.46820199e+01   1.75949372e+02  -4.29201228e-02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             281               12   4.03337926e+04   1.37937143e-01   1.04680593e-01   2.19649533e+00   3.60601022e+00   1.68671497e+00   6.00000000e-01  -3.64157557e-02  -5.29598211e-02  -1.13943803e+01  -4.54545160e+00   4.92496081e+01   1.73823575e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             282               12   2.60863696e+05   1.29181000e-01   1.70170297e-01   2.47928480e+00   3.79884565e+00   1.46702397e+00   6.00000000e-01  -1.28790815e-02  -5.83513251e-02  -1.64776531e+01  -9.12155889e+00  -1.86338693e+01   1.04193735e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             283               12   1.97924279e+04   6.04756899e-02   1.78486796e-01   2.72264011e+00   5.71083255e+00   1.71398812e+00   6.00000000e-01   2.01287407e-02  -8.21121071e-02  -8.71357530e+00  -7.84474310e+00   9.69386387e+01   1.12848531e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             284               12   5.78673377e+05   9.51960552e-02   1.55474337e-01   9.29162399e-01   7.71796100e-01   1.45338595e+00   6.00000000e-01   8.67993636e-02   6.56384064e-02   7.32795717e+00  -1.80012640e+01   3.77892052e+02  -4.17018500e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             285               12   5.39863856e+05   1.09307110e-01   1.47056691e-01   1.80422204e+00   4.40274354e-02   1.51790851e+00   6.00000000e-01   4.39578101e-02   9.21411942e-02   1.08492325e+01  -1.28894710e+01   4.42466481e+02   3.55618316e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             286               12   3.86638780e+04   1.73464685e-01   1.54119894e-01   2.00691568e+00   2.20385222e+00   1.44937366e+00   6.00000000e-01   1.07655891e-01   2.56834779e-02   1.95694827e+00  -1.95211778e+01   2.88839969e+02  -6.61014168e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             287               12   1.48592913e+04   1.83935641e-01   1.10614719e-01   2.74967456e+00   5.83423677e+00   1.45830277e+00   6.00000000e-01  -1.41684131e-02   7.68861254e-02   1.69125135e+01  -9.12033700e+00   5.37480946e+02   1.04976637e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             288               12   9.00212719e+04   1.52863505e-01   1.47845026e-01   1.50984570e+00   5.71268587e-01   1.42396905e+00   6.00000000e-01   4.84723657e-02  -6.58008213e-02  -1.28631097e+01  -1.64130127e+01   4.73364033e+01  -1.03876227e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             289               12   1.50693419e+04   7.73942492e-02   1.98179377e-01   2.06390164e+00   1.24515540e+00   1.74723180e+00   6.00000000e-01   1.09691653e-01  -3.91713162e-02   3.01625178e+00   1.06986971e+01   3.12144986e+02   4.53873725e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             290               12   1.95892313e+05   1.41276379e-01   1.27039065e-01   1.62727650e+00   4.31868041e+00   1.45400855e+00   6.00000000e-01   1.06647290e-01   3.10948897e-02  -2.60061272e+00   1.92324284e+01   2.13403296e+02   5.75214994e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             291               12   1.30113588e+04   9.32998375e-02   1.62590014e-01   9.46410641e-01   4.72496191e+00   1.88245811e+00   6.00000000e-01   1.17287720e-01  -3.58937770e-02   2.16978322e+00   8.85092505e+00   2.97469585e+02   4.23622098e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
