OBJ_ID,BRIGHTNESS,MAGNITUDE,MAX_X,MAX_Y,SKY,UPPERLIMIT,X,Y,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,POSITION_ANGLE,ELLIPTICITY,AREA,SEMI_MAJOR
2521,9.5349,-2.448,3638,3298,0.0008051,0.9504,3629.053,3288.04,6.362,4.653,65.783,0.22,313,5.669
2522,5.1117,-1.771,150,3304,0.002112,0.7002,142.8,3297.117,4.766,3.281,-46.905,0.329,174,4.528
2523,7.2622,-2.153,722,3311,-0.0002536,0.95769,709.628,3302.883,7.196,3.453,-7.336,0.535,274,7.03
2524,163.45,-5.533,1502,3481,0.001585,2.1841,1458.853,3452.918,16.6,11.952,-11.728,0.285,2092,11.182
2525,8.1373,-2.276,1461,3442,0.001693,1.0921,1449.073,3430.757,7.813,4.439,52.317,0.465,313,8.215
2526,4.04,-1.516,1494,3473,0.001329,0.87746,1484.683,3461.582,4.634,4.262,84.55,0.08,214,4.542
2527,10.542,-2.557,1520,3317,0.0002465,0.91775,1508.128,3308.286,5.668,4.254,-9.149,0.279,286,5.081
2528,2.9612,-1.179,4188,3439,0.002164,0.57505,4180.917,3433.308,3.624,2.87,23.077,0.227,124,3.4
2529,34.074,-3.831,3195,3490,0.0003078,1.5891,3168.453,3467.163,14.45,8.02,64.957,0.457,1030,14.087
2530,23.451,-3.425,4072,3477,0.0007006,1.4467,4052.837,3459.501,7.733,6.917,41.162,0.123,558,6.37
2531,16.913,-3.071,48,3487,0.0007443,1.0743,32.725,3470.121,8.94,5.364,32.411,0.41,498,8.094
2532,77.799,-4.727,946,3355,0.001167,1.9611,923.251,3329.739,11.805,10.12,-51.446,0.119,1377,9.003
2533,2.7836,-1.112,948,3341,0.001504,0.6355,941.935,3332.985,5.025,2.658,-88.861,0.499,127,5.087
2534,63.058,-4.499,3676,3515,0.001318,2.0751,3655.083,3489.206,14.504,9.392,-51.098,0.34,1453,11.471
2535,27.854,-3.612,1222,3347,0.0002308,1.2175,1202.22,3331.749,10.111,7.113,-20.097,0.308,778,8.839
2536,23.654,-3.435,2227,3496,0.0009613,1.4594,2198.904,3479.553,11.163,6.719,-3.192,0.372,793,10.092
2537,45.665,-4.149,125,3356,0.001087,1.4474,104.4,3338.999,8.683,8.258,-44.544,0.091,762,6.654
2538,7.6561,-2.21,4156,3496,0.001192,1.0406,4141.724,3482.976,8.237,3.923,35.697,0.514,360,7.901
2539,28.564,-3.64,3386,3519,0.001066,1.479,3370.519,3500.74,11.7,5.707,-64.059,0.515,728,9.982
2540,47.547,-4.193,2801,3366,0.001091,1.5972,2766.542,3346.729,12.229,8.951,19.444,0.302,994,10.298
2541,4.361,-1.599,4034,3351,0.001079,0.68043,4028.695,3343.891,4.021,2.993,74.538,0.207,145,3.602
2542,8.2608,-2.293,2802,3508,-0.0002103,0.94678,2790.302,3492.597,6.251,5.382,-60.585,0.109,327,5.996
2543,52.275,-4.296,2468,3370,0.0003801,1.8363,2438.767,3354.065,13.816,6.742,15.287,0.486,1024,10.668
2544,31.548,-3.747,1863,3558,-8.085e-05,1.7272,1849.695,3513.904,18.511,6.915,87.839,0.635,994,17.498
2545,11.869,-2.686,442,3517,0.0007337,1.0682,431.725,3507.211,6.096,4.782,11.641,0.177,337,5.07
2546,5.7018,-1.89,915,3513,0.0009938,0.65005,905.019,3507.103,4.397,2.967,16.341,0.334,152,3.848
2547,19.405,-3.22,3881,3382,0.00125,1.6132,3866.334,3364.442,10.735,7.531,-32.797,0.28,680,9.845
2548,81.936,-4.784,1669,3556,0.00123,1.6944,1649.302,3530.968,11.232,8.636,-47.765,0.185,1122,7.73
2549,22.714,-3.391,790,3406,0.0006306,1.5513,772.5,3379.047,14.054,7.101,86.868,0.512,882,13.424
2550,9.4944,-2.444,1244,3547,0.0006432,0.9748,1231.48,3532.084,8.391,5.45,12.695,0.376,381,8.246
2551,33.597,-3.816,3154,2735,0.001054,1.891,3118.232,2717.963,14.033,7.693,11.533,0.478,1153,13.226
2552,14.667,-2.916,793,2733,0.002697,1.2853,780.891,2720.657,6.91,5.322,14.934,0.203,418,5.966
2553,10.048,-2.505,2135,2747,4.171e-05,1.1654,2122.944,2728.833,8.693,6.255,57.333,0.299,427,8.776
2554,63.404,-4.505,2699,2759,6.712e-05,1.6404,2672.347,2735.496,12.453,9.096,-23.622,0.295,1313,10.404
2555,221.01,-5.861,1472,2995,0.001252,3.2193,1427.044,2943.467,23.63,15.022,-54.843,0.387,3921,18.503
2556,5.8355,-1.915,2185,2928,0.0003431,0.83764,2176.103,2915.222,6.278,3.545,-84.087,0.362,239,5.245
2557,41.868,-4.055,149,2759,0.0005009,1.8808,128.29,2735.981,11.716,8.938,21.734,0.251,1145,10.446
2558,8.379,-2.308,1691,2938,0.001895,1.0748,1677.098,2923.333,8.127,4.203,54.755,0.516,337,8.049
2559,13.448,-2.822,513,2942,0.002348,1.1322,495.787,2928.029,7.445,5.331,-28.275,0.291,366,6.408
2560,22.693,-3.39,1697,2769,0.00121,1.505,1677.729,2750.856,12.18,6.933,-51.045,0.428,785,11.945
2561,8.8872,-2.372,3322,2945,0.0005369,0.91008,3313.05,2937.343,5.595,4.223,33.133,0.232,263,5.059
2562,16.426,-3.039,1491,2974,0.001334,1.2158,1478.125,2954.38,8.496,6.083,87.382,0.24,489,7.525
2563,2.891,-1.153,3913,2950,0.0008065,0.58745,3905.582,2945.235,3.755,2.325,-4.973,0.46,102,3.782
2564,25.486,-3.516,1823,2792,-0.0001896,1.6144,1798.498,2763.748,13.361,7.366,38.559,0.477,862,12.949
2565,6.2461,-1.989,4149,2762,0.0004334,0.90575,4138.678,2754.068,4.663,4.105,7.094,0.149,224,4.581
2566,49.944,-4.246,2674,2993,0.001323,1.8768,2650.464,2964.853,14.168,8.053,-34.392,0.435,1256,11.9
2567,19.551,-3.228,3786,2978,0.0008491,1.2383,3769.686,2965.671,9.327,5.632,9.569,0.361,559,7.738
2568,6.3319,-2.004,1105,2989,0.001095,0.94559,1095.669,2975.749,6.324,4.122,79.147,0.37,289,6.291
2569,8.2373,-2.289,1174,2990,0.0001996,1.0595,1164.38,2981.629,6.226,4.651,-9.378,0.198,288,5.625
2570,35.964,-3.89,1659,2799,0.001231,1.6421,1642.252,2779.112,10.177,6.976,-70.203,0.286,744,8.055
2571,14.849,-2.929,1631,2802,0.001396,1.1863,1617.833,2784.753,8.402,4.811,61.346,0.42,443,7.743
2572,2.5229,-1.005,3696,2996,-0.0001299,0.53859,3689.639,2989.942,2.954,2.727,-18.596,0.0669999999999999,90,2.582
2573,33.487,-3.812,1486,3020,0.0007311,1.7008,1467.947,3006.204,13.145,6.373,-5.446,0.472,836,11.311
2574,33.128,-3.8,3412,3028,0.0006595,1.5189,3391.47,3008.834,9.468,6.883,-3.889,0.331,720,8.877
2575,12.959,-2.781,2412,3020,0.001424,1.1662,2396.371,3009.274,6.457,5.17,-11.024,0.205,383,5.924
2576,17.051,-3.079,762,3033,0.001138,1.3005,739.089,3019.795,9.507,7.297,17.045,0.301,573,9.097
2577,9.4439,-2.438,3101,3033,0.001164,1.0428,3085.722,3020.825,9.139,4.367,31.054,0.537,370,8.892
2578,11.896,-2.689,1186,3037,0.000569,1.2392,1170.473,3024.239,7.792,5.138,0.251,0.345,430,7.266
