NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
2421,2961.8689,3881.5054,5.227696,25.2042,1.623,0.761,6.5,9.9,3.193,0.531,-24.19,0.005583087,0.0815822,13,0
2422,2873.4441,3259.2122,156.2231,21.5156,4.552,4.104,4.6,7.26,5.906,0.098,44.95,0.004505564,0.0815822,366,0.001
2423,2193.2249,3272.6091,51.29035,22.7249,2.981,2.836,4.75,7.92,4.465,0.049,-6.18,0.00096147,0.0815822,138,0
2424,2543.4197,3276.7085,7.123992,24.8682,1.457,1.106,7.06,10.56,3.736,0.241,-43.46,0.001953281,0.0815822,16,0
2425,3867.1833,3496.5547,35.97775,23.1099,3.2,2.705,5.29,8.58,5.09,0.155,-68.97,0.001699036,0.0815822,120,0
2426,3371.7605,3966.1614,2.987898,25.8116,1.336,0.667,7.11,10.56,2.23,0.501,58.68,0.00330693,0.0815822,9,0
2427,2749.876,3280.3896,153.7088,21.5333,5.274,3.953,4.52,6.6,6.443,0.251,-12.98,0.004423551,0.0815822,399,0.001
2428,2541.0078,3682.4849,11.68505,24.3309,2.11,1.609,5.63,7.26,3.529,0.237,20.97,0.004009514,0.0815822,39,0
2429,3790.2686,3566.6501,79.52026,22.2488,4.036,3.096,4.94,7.26,5.602,0.233,-21.64,0.003809077,0.0815822,190,0
2430,1506.9188,3308.1746,9.212304,24.5891,1.755,1.212,7.27,10.56,4.234,0.309,-32.4,0.001009722,0.0815822,21,0
2431,956.5197,3289.7241,6.494946,24.9686,1.441,1.218,7,10.56,3.405,0.155,80.86,0.002477659,0.0815822,16,0
