OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,MAX_X,MAX_Y,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
4030,2289.007,3571.075,4.6164,25.339,3.927,3.094,2297,3577,5.095,0.212,8.005,0.004901,0.0548,158,0.9169
4031,2425.75,3706.501,7.4293,24.823,8.068,3.747,2440,3715,5.795,0.536,-14.525,0.002124,0.05449,325,1.2614
4032,2790.003,3900.424,53.059,22.688,8.115,5.295,2805,3916,22.807,0.347,73.66,0.004425,0.05439,806,1.7824
4033,4066.845,3704.759,3.2335,25.726,3.515,2.204,4072,3713,4.359,0.373,74.186,0.004718,0.05384,112,0.61328
4034,2020.261,3584.367,8.9771,24.617,7.455,6.59,2033,3598,6.63,0.116,47.09,0.003266,0.05515,367,1.2687
4035,177.087,3890.336,4.3237,25.41,6.047,1.975,182,3903,4.842,0.673,-80.378,0.003665,0.05482,153,0.79531
4036,3820.241,3626.765,36.648,23.09,10.662,7.481,3843,3648,15.36,0.298,-7.895,0.003571,0.05491,1071,2.3646
4037,2518.795,3896.472,15.189,24.046,7.256,4.646,2532,3912,9.689,0.36,-53.089,0.004295,0.05483,460,1.5169
4038,3435.306,3587.966,23.057,23.593,6.086,5.368,3452,3602,13.238,0.118,36.355,0.004066,0.05417,520,1.5812
4039,328.31,3723.637,27.288,23.41,11.298,4.32,344,3743,14.225,0.618,-47.95,0.003357,0.05466,643,1.911
4040,98.136,3711.895,6.6629,24.941,5.127,4.243,108,3722,5.658,0.172,-60.994,0.002811,0.05433,267,1.1009
4041,1134.109,3630.454,36.009,23.109,13.679,6.774,1162,3649,15.857,0.505,13.703,0.00342,0.05476,932,1.9724
4042,1783.198,3902.346,27.973,23.383,8.993,5.823,1800,3920,14.147,0.352,28.927,0.003143,0.05471,700,1.6167
4043,2666.242,3725.996,19.638,23.767,12.014,6.304,2685,3750,9.71,0.475,-57.356,0.00308,0.05479,800,1.7054
4044,3786.899,3909.281,41.354,22.959,8.192,5.176,3809,3925,18.994,0.368,23.219,0.002658,0.05511,735,1.924
4045,3873.419,3637.957,43.312,22.908,11.361,6.907,3896,3652,18.049,0.392,-36.671,0.003567,0.05471,1005,2.0773
4046,188.332,3734.992,14.971,24.062,9.275,6.388,201,3750,8.966,0.311,-78.745,0.001904,0.05436,537,1.4793
4047,2973.135,3633.657,4.1427,25.457,6.625,3.015,2980,3642,4.323,0.545,76.949,0.003831,0.05439,187,0.90548
4048,204.996,3909.974,13.28,24.192,6.194,5.704,220,3923,8.797,0.079,-20.618,0.003969,0.05427,440,1.2396
4049,2611.78,3629.581,5.7773,25.096,4.11,3.27,2622,3638,5.839,0.204,-28.116,0.003311,0.05488,183,0.83018
4050,1494.958,3913.455,9.2224,24.588,6.744,4.211,1510,3924,6.506,0.376,-12.397,0.00332,0.05449,389,1.3641
4051,3525.701,3620.031,107.41,21.922,19.074,9.051,3552,3667,29.193,0.525,78.777,0.004021,0.05442,2278,3.338
4052,3435.124,3740.676,19.794,23.759,11.678,6.204,3455,3764,10.386,0.469,-59.508,0.004985,0.05467,708,1.9155
4053,75.681,3917.241,8.6252,24.661,5.862,4.731,87,3929,6.274,0.193,-72.494,0.003916,0.05503,371,1.2693
4054,1697.665,3643.185,35.889,23.113,7.356,4.981,1712,3663,17.411,0.323,74.759,0.001874,0.0551,693,1.8249
4055,137.24,3726.738,5.8944,25.074,4.508,2.799,147,3733,6.162,0.379,-5.263,0.002272,0.05429,177,0.79471
4056,921.508,3729.896,5.4528,25.158,4.937,3.24,931,3737,5.502,0.344,0.007,0.004196,0.05401,197,0.9042
4057,3093.43,3741.378,10.246,24.474,5.033,3.372,3102,3751,8.509,0.33,-82.068,0.003727,0.05455,268,1.2156
4058,2458.459,3741.777,6.0242,25.05,4.658,3.81,2467,3753,5.46,0.182,-76.866,0.002309,0.05457,237,1.0511
4059,3511.069,3929.571,49.224,22.77,8.449,5.97,3538,3943,20.893,0.293,10.162,0.004635,0.05438,849,2.0478
4060,2818.211,3924.982,6.9509,24.895,5.253,3.955,2827,3934,6.301,0.247,80.418,0.004428,0.05445,239,1.0044
4061,2172.693,3922.049,3.1513,25.754,2.942,2.53,2180,3927,4.241,0.14,-8.639,0.004136,0.05591,100,0.75003
4062,841.345,3655.239,58.806,22.576,17.838,7.914,872,3695,20.745,0.556,-80.914,0.004388,0.05441,1396,2.2786
4063,360.454,3935.185,20.366,23.728,8.821,4.649,380,3949,11.584,0.473,-33.702,0.004316,0.05449,576,1.7572
4064,2858.391,3648.698,14.349,24.108,6.87,5.256,2874,3662,9.281,0.235,-30.753,0.004447,0.05457,451,1.3648
4065,682.527,3651.583,7.1769,24.86,7.1,3.933,693,3664,5.847,0.446,44.134,0.003207,0.05447,300,1.1183
4066,1963.497,3945.147,22.152,23.636,6.284,4.513,1975,3960,13.278,0.282,-80.832,0.004209,0.05479,479,1.3433
4067,1560.881,3600.847,143.64,21.607,17.426,9.618,1598,3652,36.427,0.448,-67.491,0.003454,0.05455,2359,2.9625
4068,2099.968,3647.426,5.209,25.208,4.797,3.45,2110,3656,5.44,0.281,7.772,0.00367,0.0548,180,0.79802
4069,3238.218,3787.304,42.296,22.934,20.982,9.642,3263,3821,15.365,0.54,89.091,0.004773,0.05465,1442,2.6213
4070,3846.376,3593.172,7.2053,24.856,7.841,4.223,3859,3608,5.86,0.461,-60.336,0.003629,0.05498,303,1.0263
4071,885.274,3753.913,12.226,24.282,8.168,3.793,899,3766,8.739,0.536,37.502,0.004323,0.05412,380,1.3474
4072,192.229,3591.49,4.0378,25.485,3.97,2.916,200,3599,4.619,0.266,22.675,0.002758,0.05437,153,0.86096
4073,3488.715,3663.59,34.872,23.144,6.906,4.772,3501,3683,17.745,0.309,-87.972,0.004704,0.05447,616,1.6617
4074,659.811,3600.668,6.8905,24.904,6.471,3.712,669,3614,5.965,0.426,-87.576,0.003548,0.05524,265,1.0823
4075,2566.469,3659.657,6.2794,25.005,6.228,3.216,2578,3667,5.732,0.484,-7.231,0.003726,0.05485,232,0.96111
4076,1973.443,3661.782,4.1337,25.459,4.325,2.846,1981,3668,4.474,0.342,-9.787,0.004293,0.05511,160,0.86785
4077,2816.836,3603.159,9.519,24.554,5.789,3.241,2827,3616,7.971,0.44,-66.152,0.00518,0.05495,263,1.0237
4078,3976.094,3956.327,36.914,23.082,16.467,7.01,4016,3977,14.368,0.574,-12.396,0.003793,0.05456,1254,2.3696
